Review,sentiment
"Was looking for a Romantic place for Saturday dinner ! Found this one in Zomato ! And planned to visit there ! Bullseye!! A beautiful place !! Excellent ambience ! I loved the outdoors! Perfect for couples to get lost there with Ur partner and the ambience ! Ordered Pan roasted prawns and Norcina! Prawns were very tasty though quantity was on lower side ( just 4). Norcina was a smoked chicken pizza ! It was good! Staff was courteous ! We had to wait for the table ! Approximately 10 mins! But even the waiting room also has a pretty decor! A must visit place for couples , especially if its your special day !!",positive
"The restaurant is really prettily done and the food is outstanding. It’s going to leave a big dent on your pocket, but the food and the service are every bit worth the money you spend here. Loved it!",positive
"Amazing place with amazing good and ambience! A must visit for Italian and Spanish Lovers! I tried Goat Cheese Stuffed Spanish Green Pepper Fritters which was served with this sweet pickle and it tasted good. Then we had pizza which was also fresh and then we had crespella which was crispy and crunchy. The stuffing was of spinach and ricotta and it was served with veggies and sauces. Then we had Tiramisu which was so amazing that we had it twice! Goat Cheese Stuffed, Spanish Green Pepper Fritters - 10/10 Pizza Quattro Stagiano - 10/10 Crespella - 10/10 Tiramisu - 10/10 ( I wish I could give more than 10) Ambience - 10/10 Service - 9/10 Food - 10/10 Quality - 10/10",positive
"This place just took my heart away, perfect place To go on a dinner date. The ambience, candles, food and the decor is amazing. I just love the way they have put up the place filled with candles and small lil cabanas.",positive
You have a date!!Wanna find a romantic Spanish resturant in Delhi NCR. This is the place you must see. Ambience is very good. Food is delicious.I am sure your date willl be successful.Supporting Staff and delicious food makes it more perfect place for a Date!!!,positive
"Was looking for a Romantic place for Saturday dinner ! Found this one in Zomato ! And planned to visit there ! Bullseye!! A beautiful place !! Excellent ambience ! I loved the outdoors! Perfect for couples to get lost there with Ur partner and the ambience ! Ordered Pan roasted prawns and Norcina! Prawns were very tasty though quantity was on lower side ( just 4). Norcina was a smoked chicken pizza ! It was good! Staff was courteous ! We had to wait for the table ! Approximately 10 mins! But even the waiting room also has a pretty decor! A must visit place for couples , especially if its your special day !!",positive
"The restaurant is really prettily done and the food is outstanding. It’s going to leave a big dent on your pocket, but the food and the service are every bit worth the money you spend here. Loved it!",positive
"Amazing place with amazing good and ambience! A must visit for Italian and Spanish Lovers! I tried Goat Cheese Stuffed Spanish Green Pepper Fritters which was served with this sweet pickle and it tasted good. Then we had pizza which was also fresh and then we had crespella which was crispy and crunchy. The stuffing was of spinach and ricotta and it was served with veggies and sauces. Then we had Tiramisu which was so amazing that we had it twice! Goat Cheese Stuffed, Spanish Green Pepper Fritters - 10/10 Pizza Quattro Stagiano - 10/10 Crespella - 10/10 Tiramisu - 10/10 ( I wish I could give more than 10) Ambience - 10/10 Service - 9/10 Food - 10/10 Quality - 10/10",positive
"Visited on a weekday at 8pm, as expected there was a waiting of 90 minutes. We got a table for two tucked in a tight space. Had Dal Bukhara and butter Naan, dal being piping hot and buttery was good. Naal although got really hard by the time we had finished half of it. Pricing was reasonable (dal @ 1095, Naan @270) .",positive
"Amazing Experience Staff-5/5 Food-5/5 Ambience-5/5 We ordered the famous Dal Bukhara and Pudhina naan, Paneer Stuffed Naan and Kulfi Faluda for Dessert. Awesomely delicious food. Going again for sure..!!",negative
"Went here on a Saturday night. It was packed, to say the least. Yays: Well the Daal Bukhara and Raan are good. I mean they are just good. Nays: Too crowded and noisy for a luxury experience. Food was okay. Nothing amazing. The raita was just yoghurt with cut onions and tomato on top. Also the service suffered with so many folks. Gulab jamun was toooo sweet. I won't say I had a bad experience. But for the price I was hoping for something better.",negative
"Bukhara is a favorite of my family's so we went last night to have our favorite food. First of all I must share that they do not take reservations after a certain time...so we could not reserve a table, however the reservations in charge put our name down in the list of people wanting to eat. Despite that on arrival the waiting time given was 45,mins to an hour. But they kindly seated us within 30 mins despite it being full. We had Chicken Malai Tikka, Dal Bukhara, Veg tandoori platter of Shimla Mirch and Gobi, raita, tandoori prawns, pudina laccha paranthas, stuffed onion kulcha. Everything was good except the dal missed it's signature deliciousness, the onion kulcha was chewy and not much flavor, so overall a good experience.",negative
"Visited on a weekday at 8pm, as expected there was a waiting of 90 minutes. We got a table for two tucked in a tight space. Had Dal Bukhara and butter Naan, dal being piping hot and buttery was good. Naal although got really hard by the time we had finished half of it. Pricing was reasonable (dal @ 1095, Naan @270) .",positive
